# Constructed from biom file
#OTU ID	donor	153	154	155	71	72	73	74	75	2	39	30	69	70	55	54	475	470	476	8626	8627	8628	8629	8630	8631	8632	190	189	187	8633	8634	8635	8636	8637	8640	8641	8642	8643	8644	8638	8639	14	19	22	51	52	53	56	57	58	59	63	13	20	21	64	65	60	61	501	458	66	67	68	62	40	41	42	47	48	49	50	43	44	45	46
Unassigned;Other;Other;Other;Other	0.00954528604967	0.00113340480931	0.00136164063803	0.00220146367585	0.000785197323501	0.00132404734793	0.000682593856655	0.0	0.0010875613334	0.000929973030782	0.00140488901377	0.00144730689586	0.00115465598044	0.00116419648054	0.000878734622144	0.00175037825971	0.00124271630168	0.00121981846231	0.00125106340389	0.001806640625	0.00125480671929	0.000796609629417	0.00130326851469	0.00100463428071	0.00272575841704	0.00111354759131	0.00124640175683	0.000988247863248	0.00156699621072	0.00162915918818	0.00111177185407	0.000976920258884	0.00106275975936	0.00161001428888	0.00162689804772	0.00160036956988	0.00165877491932	0.00111452347929	0.00194418312951	0.0014891060139	0.00127310689005	0.00188113153634	0.00143904303638	0.00157320477036	0.00183827552249	0.00199863922436	0.00151904228001	0.000666617287608	0.00130360438147	0.00104929233773	0.000728410715731	0.00127250747598	0.0244479661912	0.00175820715354	0.00104586100507	0.00121212121212	0.00184958384364	0.000851520121105	0.000901068030636	0.00187425455785	0.00111120988532	0.00122082839399	0.00189301746985	0.00152722888338	0.00189733631769	0.00105311264331	0.00143286026201	0.00370579915134	0.00189367372703	0.00128068688108	0.00169863013699	0.000580527450655	0.00154425452699	0.0014927899783	0.00193303086459	0.00227580388849
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39563493134e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0	0.0	0.0	2.97495091331e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7615917815e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50638708122e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84908401949e-05	0.0	0.0	0.0	0.0	0.0	1.50638708122e-05	1.64986553596e-05	0.0	0.0	3.13577924114e-05	0.0	0.0	0.0	0.0	0.0	2.18842324105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6241897814e-05	0.0	0.0	0.0	0.0	0.0	5.6795592662e-05	0.0	0.0	1.80287378081e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	9.26726800939e-05	0.0	0.0	5.94990182662e-05	0.0	2.64809469587e-05	3.79218809253e-05	0.0	0.0	9.29973030782e-05	4.01396861077e-05	2.22662599363e-05	0.00011320156671	8.95535754265e-05	3.0301193867e-05	2.96674281307e-05	0.0	3.58770135974e-05	0.0	9.765625e-05	2.0238818053e-05	3.18643851767e-05	2.06868018204e-05	0.0	0.0	0.0	0.0	0.0	2.84908401949e-05	2.76128675963e-05	0.0	0.0	7.59114113829e-05	4.02503572219e-05	3.01277416245e-05	0.0	9.04786319631e-05	0.0	9.40733772342e-05	0.0	0.0	2.38117915992e-05	6.74551423304e-05	0.000101497081959	2.18842324105e-05	0.00010631059704	7.23353466671e-05	9.258573439e-05	0.00025394890548	0.000634455832113	0.000431650794507	0.000509002990393	6.33914421553e-05	5.24837956281e-05	5.22930502536e-05	0.000215488215488	0.000124971881327	9.46133467895e-05	0.000212016007209	0.0	0.0	1.76931651303e-05	1.80287378081e-05	0.000107173956729	0.0	0.00025831064836	2.27438136827e-05	0.0001414427157	7.01360639641e-05	5.41135301863e-05	0.000219178082192	0.0	6.34625148079e-05	0.000200064636267	0.000287558310435	0.000156951992309
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52921240326e-05	0.0	0.0	0.0	0.0	0.0	9.09035816011e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29973107192e-05	0.0	0.0	0.0	2.61246669105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1208457933e-05	2.11304807184e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33967445911e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07331232377e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.000278018040282	0.000153162812069	0.000361251597844	0.000327244600464	0.000238973098457	0.000105923787835	0.000265453166477	0.0	0.000354089736456	6.97479773087e-05	0.000240838116646	0.000267195119236	0.000249043446761	0.000223883938566	0.000363614326404	0.000296674281307	0.00022092734252	7.17540271948e-05	0.000275233948857	0.0001953125	0.000283343452742	9.55931555301e-05	0.000144807612743	3.24075574424e-05	0.000319687715579	0.000308367025286	0.000148381161528	0.000480769230769	0.000170945041169	0.000331354411156	0.000284406753368	9.76920258884e-05	0.000360579204069	0.00020125178611	0.000331405157869	0.000313474451832	0.000241276351902	0.000247671884288	0.000125431169646	0.000313496002926	0.000407394204817	0.000500047623583	0.000337275711652	0.000202994163918	0.000481453113032	0.000382718149345	0.000415928243336	0.000166654321902	0.00033859854064	0.000341630063446	0.00016186904794	0.000233293037263	0.000190174326466	0.000314902773769	0.000183025675888	0.000377104377104	0.000499887525307	0.000157688911316	0.000344526011714	0.000312375759641	0.000133345186239	0.000176931651303	0.000108172426848	0.000241141402639	0.000370573499548	0.000158960398991	0.000204694323144	0.00025459688826	0.000280544255856	0.000306643337723	0.000255707762557	8.29324929507e-05	0.000190387544424	0.000384739685129	0.000239631925363	0.00029428498558
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0851970838997	0.0496247511104	0.129883843717	0.074433271851	0.0744571896764	0.0584964118317	0.0391733029958	0.0491994177584	0.0589053568719	0.030363619455	0.0751414923935	0.145465476164	0.0773619506894	0.079165360677	0.0247863765832	0.0955291185807	0.0242467758416	0.0114447673376	0.0757643997398	0.075	0.0615867233354	0.0679348691967	0.113115432354	0.0135139514535	0.018154897111	0.0174056054273	0.0900673650473	0.12889957265	0.0215105843471	0.0543697362971	0.00961811929571	0.0373671999023	0.0744880724195	0.0557869951096	0.0725024102193	0.0613090033162	0.0248816237898	0.023974638399	0.0821887739103	0.0569778985318	0.0297397769517	0.159658062673	0.0869496784638	0.100405988328	0.0702483860379	0.0483713216533	0.0742522333538	0.0712910154803	0.0548529635837	0.0588091752074	0.0539023929641	0.0492672477784	0.0656312731115	0.017923216207	0.0636406421587	0.0839057239057	0.0694093828888	0.111580673647	0.0666790342671	0.0183165786335	0.0893116425164	0.067340186486	0.0620008293219	0.135588452006	0.0523101551962	0.221511315993	0.13803220524	0.120254596888	0.174171225511	0.0713757463158	0.131799086758	0.108641565765	0.104903536977	0.153895874052	0.109639593584	0.130937199584
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0	0.0	0.0	0.0	0.0	0.0	7.58437618506e-05	0.0	0.0	2.32493257696e-05	0.0	0.0	0.0	0.0	0.0	2.96674281307e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42630028096e-05	0.0	0.0	0.0	0.0	0.0	2.44230064721e-05	0.0	0.0	0.0	1.64986553596e-05	0.0	0.0	0.0	0.0	2.54621378011e-05	2.38117915992e-05	2.24850474435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6241897814e-05	0.0	2.6936026936e-05	4.99887525307e-05	0.0	7.95060027032e-05	0.0	1.48161318043e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3378687988e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	3.08908933646e-05	0.0	2.77885844495e-05	0.0	3.41390140653e-05	0.0	3.79218809253e-05	0.0	0.0	2.32493257696e-05	2.00698430538e-05	0.0	0.0	2.23883938566e-05	0.0	0.0	0.0	0.0	0.0	2.44140625e-05	4.04776361061e-05	0.0	0.0	0.0	1.6825669241e-05	0.0	5.93524646111e-05	2.67094017094e-05	2.84908401949e-05	0.0	5.17103187941e-05	2.44230064721e-05	0.0	0.0	1.50638708122e-05	3.29973107192e-05	6.03190879754e-05	2.47671884288e-05	0.0	7.83740007315e-05	0.0	0.0	0.0	0.0	6.56526972316e-05	0.0	3.61676733336e-05	1.8517146878e-05	0.0	0.0	0.0	4.2416915866e-05	0.0	0.0	0.0	0.0	2.49943762653e-05	0.0	2.65020009011e-05	2.8397796331e-05	2.96322636086e-05	0.0	0.0	1.33967445911e-05	2.96458799638e-05	1.98700498738e-05	0.0	2.828854314e-05	2.3378687988e-05	0.0	1.82648401826e-05	2.07331232377e-05	2.11541716026e-05	6.15583496206e-05	1.59754616908e-05	7.84759961547e-05
